nr	P	Pdb	h	a	a_occ	R	time	R_ref
76	 5.81	 7.64	std	[ 0.  0.  1. -0.]	1	 0.76	 2.54	 0.22
				[ 1.  0. -1. -1.]	1			
				[ 1.  0.  1. -0.]	1			
				[-1. -0. -0.  0.]	1			
				[-0.  1. -1. -0.]	1			
				[-0.  1.  1.  1.]	1			
				[-0. -1.  0.  0.]	1			
				[-0. -1.  1. -1.]	1			
				[ 1. -1. -1. -0.]	1			
				[ 1.  0.  0. -0.]	1			
77	 5.94	 7.74	std	[ 0.  0.  0.  1.]	2	 0.95	 2.77	 0.31
				[ 0.  2. -1.  1.]	1			
				[ 0. -1.  1.  1.]	1			
				[ 1.  1. -0.  1.]	1			
				[ 1.  0.  1. -1.]	1			
				[-1. -1.  0. -0.]	1			
				[-1. -0. -0.  0.]	1			
				[ 1. -0. -0. -0.]	1			
				[-1.  0.  0.  1.]	1			
78	 6.08	 7.84	std	[ 1.  0. -0.  0.]	2	 0.84	 2.65	 0.26
				[ 0.  0. -1.  0.]	1			
				[-1. -0. -1.  1.]	1			
				[-1.  1.  1. -0.]	1			
				[-0.  0.  1. -1.]	1			
				[ 1.  0. -1.  0.]	1			
				[ 1.  1.  1. -1.]	1			
				[-0. -0.  0.  1.]	1			
				[ 1. -0. -1. -2.]	1			
79	 6.22	 7.94	std	[ 0. -0. -0. -1.]	2	 0.99	 2.66	 0.41
				[-1. -0. -0. -0.]	1			
				[ 1. -1. -0.  1.]	1			
				[ 0.  1. -0.  1.]	1			
				[ 0.  1.  0.  0.]	1			
				[-0.  0. -0.  1.]	1			
				[ 1.  2. -2. -1.]	1			
				[-0. -1.  1. -0.]	1			
				[ 1.  0.  1.  1.]	1			
80	 6.37	 8.04	std	[ 1. -0.  0.  0.]	2	 1.29	 2.76	 0.46
				[-0.  0.  1. -0.]	1			
				[ 0.  0. -1. -1.]	1			
				[ 1. -1. -0.  1.]	1			
				[-0.  0.  0.  1.]	1			
				[-0. -1. -0. -0.]	1			
				[-0. -1.  0.  1.]	1			
				[ 1.  1. -1. -1.]	1			
				[-0.  0. -0. -1.]	1			
81	 6.52	 8.14	std	[-0. -1. -0. -0.]	2	 1.03	 3.50	 0.48
				[-1. -0. -1.  1.]	1			
				[ 0. -1. -1.  1.]	1			
				[-1. -1.  0. -0.]	1			
				[ 0.  1.  0. -0.]	1			
				[ 1.  1. -0.  0.]	1			
				[ 1. -0.  0. -0.]	1			
				[ 1.  1. -0.  1.]	1			
				[-0. -1. -0. -1.]	1			
82	 6.67	 8.24	std	[-0.  1.  0.  0.]	2	 0.60	 3.11	 0.28
				[-0. -0.  0.  1.]	1			
				[-1.  0.  1.  0.]	1			
				[-0.  0. -1. -0.]	1			
				[-1.  2. -2. -1.]	1			
				[-0.  1.  0. -1.]	1			
				[-1. -0.  0.  0.]	1			
				[-1.  0.  0. -1.]	1			
				[-0.  1.  1.  0.]	1			
83	 6.83	 8.34	std	[ 0.  0. -1.  0.]	2	 1.08	 3.71	 0.47
				[-1. -0.  1.  1.]	1			
				[ 0.  0.  0.  1.]	1			
				[ 0.  0.  1. -0.]	1			
				[-1. -0. -1. -0.]	1			
				[-1.  0.  1.  2.]	1			
				[-1. -1. -0.  0.]	1			
				[ 1. -1.  1.  0.]	1			
				[-1. -0. -0. -1.]	1			
84	 6.99	 8.44	std	[-1.  0. -1. -0.]	1	 1.02	 3.57	 0.20
				[-1. -1. -0. -0.]	1			
				[-1.  1.  0.  0.]	1			
				[ 0. -1.  0.  0.]	1			
				[ 0. -0.  0.  1.]	1			
				[-0. -1. -2. -1.]	1			
				[-1. -1.  1. -1.]	1			
				[-0. -1. -1.  0.]	1			
				[ 1. -0.  1.  0.]	1			
				[ 0.  0. -1. -0.]	1			
85	 7.15	 8.54	std	[-1. -1.  0. -0.]	2	 0.91	 3.36	 0.35
				[ 0. -0.  1.  0.]	2			
				[ 1. -0. -0.  0.]	2			
				[-1. -2. -0.  1.]	1			
				[-1.  0. -1.  0.]	1			
				[ 2. -1.  0. -1.]	1			
				[ 1. -1.  0.  0.]	1			
86	 7.32	 8.64	std	[-0.  0.  0. -1.]	2	 1.12	 3.65	 0.40
				[ 1. -0.  1.  0.]	1			
				[-0. -1. -1.  1.]	1			
				[ 1.  1.  0. -0.]	1			
				[-1. -0. -0. -0.]	1			
				[-1. -1. -0. -1.]	1			
				[-1. -0. -1.  0.]	1			
				[-0.  0. -0.  1.]	1			
				[-1.  0.  1. -1.]	1			
87	 7.49	 8.74	std	[ 0.  0. -0.  1.]	2	 1.08	 3.43	 0.38
				[ 1.  1. -1. -1.]	1			
				[ 1.  1. -0.  1.]	1			
				[ 0. -1. -1. -1.]	1			
				[-0.  1.  1. -1.]	1			
				[ 0. -1.  0.  0.]	1			
				[ 0.  1. -0. -1.]	1			
				[-1.  1.  0.  1.]	1			
				[-0. -2. -1.  1.]	1			
88	 7.66	 8.84	std	[ 1. -0. -0. -0.]	2	 1.03	 3.74	 0.42
				[-0. -0.  1. -0.]	2			
				[-2.  1.  1.  2.]	1			
				[-1.  0. -0.  0.]	1			
				[-0.  0. -1.  0.]	1			
				[-1.  0.  0. -1.]	1			
				[-1.  0.  2.  1.]	1			
				[-1. -0.  1. -0.]	1			
89	 7.84	 8.94	std	[-0. -1. -0. -0.]	2	 0.93	 3.67	 0.54
				[ 0.  1. -0. -0.]	2			
				[-1. -2.  1. -2.]	1			
				[ 0.  0. -0.  1.]	1			
				[-1.  0. -1.  0.]	1			
				[ 0. -1. -0. -1.]	1			
				[ 0.  0. -1. -0.]	1			
				[ 1.  1. -0. -0.]	1			
90	 8.03	 9.05	std	[ 0. -1. -0.  0.]	4	 0.96	 3.40	 0.44
				[-0.  0. -1. -0.]	1			
				[ 1.  1.  0.  0.]	1			
				[-0.  1.  0. -0.]	1			
				[ 0. -0. -0.  1.]	1			
				[-1. -0.  0.  1.]	1			
				[-0. -0. -0. -1.]	1			
91	 8.21	 9.15	std	[-0.  1. -1. -1.]	1	 0.87	 3.64	 0.00
				[ 0. -0.  1.  0.]	1			
				[ 0. -1. -1.  1.]	1			
				[ 0. -1.  0.  1.]	1			
				[-0. -1. -0.  0.]	1			
				[-1. -1.  1. -2.]	1			
				[ 0. -1.  0. -1.]	1			
				[ 1. -0. -1.  1.]	1			
				[-0. -1.  1.  2.]	1			
				[ 0.  0.  0.  1.]	1			
92	 8.41	 9.25	std	[-0. -0. -1.  0.]	2	 0.93	 3.39	 0.32
				[ 0. -0.  0.  1.]	2			
				[-1.  1. -0.  1.]	1			
				[-1. -0.  1.  0.]	1			
				[-1.  0. -0.  1.]	1			
				[-0.  0. -0. -1.]	1			
				[ 1.  1. -0. -0.]	1			
				[ 0.  0.  1.  0.]	1			
93	 8.60	 9.35	std	[ 0.  0.  0.  1.]	2	 1.12	 3.69	 0.49
				[-0. -0.  1.  1.]	1			
				[ 1.  1.  0. -0.]	1			
				[-1. -1. -0.  0.]	1			
				[-1.  1.  0.  2.]	1			
				[ 0.  1. -0. -1.]	1			
				[-1.  0. -0. -0.]	1			
				[-0.  0.  1.  0.]	1			
				[ 0. -0. -1.  1.]	1			
94	 8.80	 9.45	std	[ 1. -0. -1.  0.]	2	 1.12	 3.67	 0.00
				[ 1.  0. -0. -0.]	1			
				[-0.  1.  1.  1.]	1			
				[-1. -0.  1. -0.]	1			
				[ 1. -1.  0.  1.]	1			
				[ 0.  0. -0.  1.]	1			
				[ 2.  0. -0.  1.]	1			
				[ 1. -0. -0.  1.]	1			
				[-1. -1.  0. 
